Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
6369,20785799,05/26/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,39,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,78,12/13/2021
6370,18481565,12/31/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,26,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,11,12/13/2021
6371,18182180,06/19/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,18,12/13/2021
6372,3466094,04/02/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,32,12/13/2021
6373,19035719,04/26/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,40,709.4(2)(b),C Felony,SEXUAL ABUSE 3RD - VICTIM 12 OR 13 YRS OF AGE,Violent,Sex,67,12/13/2021
6374,20234675,02/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,32,709.3(1)(b),B Felony,"Sex Abuse-2nd--Child Under 12, 1st Off, 85%--Life Special Sentence",Violent,Sex,22,12/13/2021
6375,2404391,11/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,59,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,1,12/13/2021
6376,3231395,09/19/2014,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,50,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,87,12/13/2021
6377,19831208,09/09/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,33,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,75,12/13/2021
6378,20379866,02/15/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,28,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,10,12/13/2021
6379,2423222,09/16/1991,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,67,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,362,12/13/2021
6380,18672761,01/08/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,38,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,35,12/13/2021
6381,18949181,03/05/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,37,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,9,12/13/2021
6382,3184901,11/18/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,52,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,156,12/13/2021
6383,20188151,10/28/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,32,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,25,12/13/2021
6384,19499621,03/23/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,45,12/13/2021
6385,18600890,11/01/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,46,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,1,12/13/2021
6386,18129134,06/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,33,708.11(3)(b)(1),D Felony,Stalking - Violation of Protective Order,Violent,Assault,6,12/13/2021
6387,19900400,07/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,5,12/13/2021
6388,20005430,06/15/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,54,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,6,12/13/2021
6389,19861124,12/13/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,48,901A.2(3),Other Felony,"SEX PREDATOR, PRIOR CONV SEX PRED/ENHANCED",Violent,Sex,192,12/13/2021
6390,19305425,05/25/2017,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,55,12/13/2021
6391,143465,04/03/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,61,709.3,B Felony,"SEXUAL ABUSE, 2ND DEGREE, 85%",Violent,Sex,188,12/13/2021
6392,20378519,02/12/2015,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,59,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,82,12/13/2021
6393,19926539,03/23/2004,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,Black,No HS Diploma,Eleventh,61,709.2,A Felony,SEXUAL ABUSE 1ST DEGREE,Violent,Sex,212,12/13/2021
6394,3484925,08/23/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,No Diploma/No Certificate,57,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,40,12/13/2021
6395,19819439,08/11/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,40,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,4,12/13/2021
6396,18786728,02/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,33,"811.2(8),A",D Felony,FAILURE TO APPEAR FELONY CHG.,Public Order,Flight/Escape,22,12/13/2021
6397,2411312,08/06/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,57,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,28,12/13/2021
6398,20298791,08/17/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eighth,60,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,184,12/13/2021
6399,19823726,09/01/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,No HS Diploma,Eighth,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,3,12/13/2021
6400,18810725,01/27/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,33,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,130,12/13/2021
6401,3306074,03/06/1997,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,58,707.3,B Felony,MURDER 2ND - 85%,Violent,Murder/Manslaughter,297,12/13/2021
6402,20153903,01/11/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,31,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,47,12/13/2021
6403,623147,10/15/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,58,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,14,12/13/2021
6404,20170328,03/16/2021,Return No New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,51,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,9,12/13/2021
6405,19051769,09/23/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,28,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,122,12/13/2021
6406,20386859,03/12/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,30,708.4(2),D Felony,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,9,12/13/2021
6407,19428623,11/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,36,321.279(3)(a),D Felony,"ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony",Public Order,Traffic,1,12/13/2021
6408,18470315,11/21/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,38,710.10(2),D Felony,ENTICING AWAY A MINOR,Violent,Kidnap,37,12/13/2021
6409,19856159,07/27/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,28,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI,17,12/13/2021
6410,20790209,06/16/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Vocational Program/Technical Certificate,33,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,6,12/13/2021
6411,19508987,10/29/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,26,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,1,12/13/2021
6412,3109673,12/14/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,48,692A.111-B,D Felony,Sex Offender - Registration Violation - 2nd or subsequent offense,Public Order,Other Public Order,12,12/13/2021
6413,3457703,09/09/2002,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,HiSET/GED,40,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,231,12/13/2021
6414,19270439,09/04/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,39,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,15,12/13/2021
6415,19890224,10/04/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,24,709.8(2),C Felony,Lascivious Acts With Child-Life Special Sentence,Violent,Sex,38,12/13/2021
6416,20088845,10/19/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,No HS Diploma,Tenth,27,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,2,12/13/2021
6417,19008302,02/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,24,708.2(1),Aggravated Misdemeanor,ASSAULT INTENT OF INJURY,Violent,Assault,22,12/13/2021
6418,19409399,04/15/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,31,124.401(1E),Felony - Enhancement to Original Penalty,Proh Acts-Firearm Poss/Control-2X Penalty Enh,Drug,Trafficking,8,12/13/2021
6419,614342,05/20/2015,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,62,124.401C,Felony - Enhancement to Original Penalty,MANUFACTURE METH IN MINORS PRESENCE - PENALTY ENHANCED,Drug,Trafficking,79,12/13/2021
6420,19096349,10/05/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,41,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,14,12/13/2021
6421,20803850,02/28/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,41,124.401(1E),Felony - Enhancement to Original Penalty,Proh Acts-Firearm Poss/Control-2X Penalty Enh,Drug,Trafficking,21,12/13/2021
6422,20794886,01/11/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,58,709.4,C Felony,SEXUAL ABUSE 3RD DEGREE,Violent,Sex,35,12/13/2021
6423,20542652,03/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,9,12/13/2021
6424,19194704,07/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,709.4(1)(a),C Felony,"Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence",Violent,Sex,5,12/13/2021
6425,204767,05/10/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,7,12/13/2021
6426,20501897,05/13/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,26,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,31,12/13/2021
6427,18660149,05/31/2017,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,34,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,54,12/13/2021
6428,19212005,11/10/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,38,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,1,12/13/2021
6429,3328814,02/09/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,45,692A.104-A,Aggravated Misdemeanor,Sex Offender - Registration Violation - 1st Offense,Public Order,Other Public Order,10,12/13/2021
6430,3423851,02/05/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,42,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,22,12/13/2021
6431,3315248,12/10/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,49,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,12,12/13/2021
6432,19447823,05/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Tenth,23,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons,7,12/13/2021
6433,18860594,07/22/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,29,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,124,12/13/2021
6434,19358564,01/06/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,32,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,143,12/13/2021
6435,19242497,05/22/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,22,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft,19,12/13/2021
6436,2425199,12/24/1998,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Hispanic,No HS Diploma,Unknown,48,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,275,12/13/2021
6437,18109199,11/12/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,37,724.26(1),D Felony,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,13,12/13/2021
6438,18329447,06/29/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Tenth,21,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,17,12/13/2021
6439,20119100,05/05/2016,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,31,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,67,12/13/2021
6440,19023929,10/12/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,,,29,708.2A(2C),Aggravated Misdemeanor,DOMESTIC ABUSE ASSAULT WITH INTENT OR DISPLAYS A WEAPON,Violent,Assault,2,12/13/2021
6441,18902081,05/24/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,124.401(1)(c)(8),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III",Drug,Trafficking,7,12/13/2021
6442,19776728,08/25/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,30,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,87,12/13/2021
6443,20918051,01/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,30,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,11,12/13/2021
6444,18925475,12/27/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,21,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,24,12/13/2021
6445,19980815,10/05/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,25,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,2,12/13/2021
6446,20759537,09/01/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eighth,35,708.7(2),Aggravated Misdemeanor,HARASSMENT / 1ST DEG.,Violent,Assault,3,12/13/2021
6447,20163176,04/14/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,25,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,56,12/13/2021
6448,20911517,04/27/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,36,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,8,12/13/2021
6449,20524832,05/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,31,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,7,12/13/2021
6450,19790075,04/20/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,38,708.2A(2)(d),Aggravated Misdemeanor,Domestic Abuse Assault Impeding Flow of Air/Blood,Violent,Assault,8,12/13/2021
6451,19766483,08/11/2006,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,41,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,184,12/13/2021
6452,3409406,08/09/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,Post-Secondary,Associate's Degree,47,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,4,12/13/2021
6453,2422310,03/08/1996,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,56,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,309,12/13/2021
6454,19386107,10/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,32,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,2,12/13/2021
6455,20569484,01/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,11,12/13/2021
6456,3189767,05/06/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,48,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,7,12/13/2021
6457,18520259,03/19/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,31,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,21,12/13/2021
6458,20756855,03/25/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,36,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,9,12/13/2021
6459,19417721,12/11/2018,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Eleventh,22,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,36,12/13/2021
6460,20376491,06/09/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,High School Diploma,40,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,18,12/13/2021
6461,20588225,01/14/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eleventh,51,"709.4(2C,4)",C Felony,Sexual Abuse 3rd Degree/Life Special Sentence,Violent,Sex,11,12/13/2021
6462,20114696,09/18/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Ninth,38,710.2,A Felony,KIDNAPPING 1ST DEGREE,Violent,Kidnap,158,12/13/2021
6463,59636,08/11/2008,Return New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,56,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,160,12/13/2021
6464,1209338,11/27/1978,New Admit New Sentence,Anamosa State Penitentiary,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,64,690.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,515,12/13/2021
6465,18712850,03/26/2018,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,35,708.6,C Felony,Intimidation with Dangerous Weapon-Intent (Non-Forcible),Violent,Assault,45,12/13/2021
6466,19859396,06/17/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,28,709.4(1)(b)(2),C Felony,Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence,Violent,Sex,6,12/13/2021
6467,2405000,08/13/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,HiSET/GED,57,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,4,12/13/2021
6468,3175808,08/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,55,707.6A(4),D Felony,Serious Injury by Vehicle,Violent,Murder/Manslaughter,16,12/13/2021
6469,3405020,05/17/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,40,714.10,D Felony,FRAUDULENT PRACTICE 2ND DEGREE,Property,Forgery/Fraud,7,12/13/2021
6470,20681114,08/20/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,36,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,4,12/13/2021
6471,20414006,05/30/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,30,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,90,12/13/2021
6472,3162308,06/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,59,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,18,12/13/2021
6473,18572165,01/16/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,23,713.5,C Felony,BURGLARY 2ND DEGREE,Property,Burglary,23,12/13/2021
6474,19797155,10/30/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,66,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,13,12/13/2021
6475,18754910,01/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,No HS Diploma,Eleventh,22,124.401(1)(d)(2),D Felony,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking,11,12/13/2021
6476,18309527,12/31/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,43,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,11,12/13/2021
6477,18844058,07/02/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,113,12/13/2021
6478,20052911,07/23/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,28,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,17,12/13/2021
6479,20273927,09/07/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,3,12/13/2021
